ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location
102175,ELEC,Meijer - Tesla Supercharger,611 West Lincoln Highway,,Merrillville,IN,46410,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,22,,Tesla,https://www.tesla.com/supercharger,200-8,41.468657,-87.343363,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,07/23/2018,,,,,"(41.468657, -87.343363)"
169013,ELEC,Parking Garage - 70 West Madison - Tesla Destination,11 N Clark St,,Chicago,IL,60602,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.882312,-87.630943,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,06/14/2018,,,,,"(41.882312, -87.630943)"
153800,ELEC,Walgreens at 1295 Lily Cache Ln Bolingbrook,1295 Lily Cache Ln,,Bolingbrook,IL,60490,,855-900-7584,E,,Public,Mon 8:00am - 11:59pm; Tue 8:00am - 11:59pm; Wed 8:00am - 11:59pm; Thu 8:00am - 11:59pm; Fri 8:00am - 11:59pm; Sat 8:00am - 11:59pm; Sun 8:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.689284,-88.125262,04/22/2025,04/21/2025 10:11:05 PM +0000,,,,02/14/2020,,,,,"(41.689284, -88.125262)"
114157,ELEC,Grant Park South - Tesla Destination,325 S Michigan Ave,,Chicago,IL,60604,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.877475,-87.624245,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,02/11/2016,,,,,"(41.877475, -87.624245)"
389261,ELEC,"CircleK - Peotone, IL",700 Oriole Dr,,Peotone,IL,60468,,833-505-2291,E,,Public,24 hours daily,CREDIT,,,,,,4,,CIRCLE_K,https://www.circlek.com/charge,200-9,41.32418,-87.81645,,04/03/2025 01:17:53 PM +0000,P,,,10/29/2024,,,,,"(41.32418, -87.81645)"
70906,LPG,U-Haul,2210 Western Ave,,Park Forest,IL,60466,,708-747-4220,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.497916,-87.674801,01/09/2024,01/31/2024 04:07:01 PM +0000,P,,,11/02/2015,,,false,,"(41.497916, -87.674801)"
180618,ELEC,PEOPLES GAS CENTRAL EV4,4207 W 35th Pl Central Shop,,Chicago,IL,60646,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.989217,-87.730352,04/22/2025,04/21/2025 08:27:35 PM +0000,,,,01/27/2021,,,,,"(41.989217, -87.730352)"
30397,E85,Woodman's Grocery,151 Hansen Blvd,,North Aurora,IL,60542,,630-723-3900,E,,Public - Credit card after hours,7:15am-7:40pm M-Sun,Cash Checks D Debit,,,,,,,,,,200-8,41.804458,-88.371594,11/06/2024,02/11/2025 06:16:32 PM +0000,P,,,01/15/2007,,,,false,"(41.804458, -88.371594)"
350882,ELEC,FINLEY POINT ENSONO,3333 Finley Road,,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.827168,-88.023492,04/22/2025,04/21/2025 09:34:54 PM +0000,,,,07/20/2024,,,,,"(41.827168, -88.023492)"
298496,BD,Casey's,2 IL Route 59,,Streamwood,IL,60107,,630-425-6486,E,,Public,24 hours daily,A Cash D Debit M V,B20,,,,,,,,,200-8,42.03104,-88.20264,04/14/2024,02/11/2025 06:16:32 PM +0000,P,,,06/27/2023,,,,,"(42.03104, -88.20264)"
48934,E85,BP,4111 N Manheim,,Schiller Park,IL,60176,,847-678-5480,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,GPS,41.95369429336844,-87.88553447857362,10/11/2024,02/11/2025 06:16:32 PM +0000,P,,,01/15/2010,,,,false,"(41.95369429336844, -87.88553447857362)"
51642,E85,Thorntons #121,2401 63rd St,,Woodridge,IL,60517,,630-271-0020,E,,Public,24 hours daily,A Cash Comdata D FleetOne FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,41.771568,-88.042011,10/11/2024,02/11/2025 06:16:32 PM +0000,P,,,01/15/2011,,,,true,"(41.771568, -88.042011)"
182851,ELEC,KOHL'S - CHPT 0066 DOWNERS GR,2910 Finley Rd,Kohl's EV Charging: $1.25 hourly usage fee,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.835944,-88.026646,04/22/2025,04/21/2025 08:14:32 PM +0000,,,,01/27/2021,,,,,"(41.835944, -88.026646)"
171655,ELEC,3RD FLOOR GREENWAY-1,60 W Kinzie St,Level 3 off of Kinzie St. elevator lobby,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.889364,-87.630328,04/22/2025,04/21/2025 07:50:11 PM +0000,,,,01/27/2021,,,,,"(41.889364, -87.630328)"
32958,E85,Mobil - North Damen Mart,2801 N Damen Ave,,Chicago,IL,60618,,773-528-0461,E,,Public - Credit card at all times,24 hours daily,A D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,41.932702,-87.67812,11/06/2024,02/11/2025 06:16:32 PM +0000,P,,,03/15/2008,,,,false,"(41.932702, -87.67812)"
251092,E85,BP,339 Roosevelt Rd,,Glen Ellyn,IL,60137,,630-790-3901,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,41.85885,-88.07566,10/11/2024,02/11/2025 06:16:32 PM +0000,P,,,01/19/2023,,,,false,"(41.85885, -88.07566)"
333603,ELEC,Miller Motor Sales - Level2,1196 Milwaukee Avenue,,Burlington,WI,53105,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,42.69409,-88.26216,04/22/2025,04/21/2025 07:37:11 PM +0000,,,,10/16/2023,,,,,"(42.69409, -88.26216)"
46818,ELEC,Bill Kay's Nissan - Downers Grove,1601 Ogden Ave,,Downers Grove,IL,60515,,630-969-3200,E,,Private,,,,,,,1,2,,Non-Networked,,200-9,41.807887,-88.024848,02/12/2024,02/11/2025 06:16:32 PM +0000,P,,,01/31/2012,,,,,"(41.807887, -88.024848)"
309384,ELEC,530208  University of Chicago Booth School of Business - Gleacher Center,450 North Cityfront Plaza Drive,,Chicago,IL,60611,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,41.8896871,-87.6222251,04/22/2025,04/21/2025 07:12:17 PM +0000,,,,12/09/2020,,,,,"(41.8896871, -87.6222251)"
196870,ELEC,Paul Simon Chicago JCC,,,Chicago,IL,60623,,,E,,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3,,,,Non-Networked,,GPS,41.878114,-87.629798,01/13/2025,02/11/2025 06:16:32 PM +0000,FG,13,Department of Labor,09/21/2021,,,,,"(41.878114, -87.629798)"
114215,ELEC,St. Andrews Golf Club - Tesla Destination,2241 IL-59,,West Chicago,IL,60185,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.922426,-88.207392,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,11/02/2017,,,,,"(41.922426, -88.207392)"
63612,ELEC,Roesch Ford,333 W Grand Ave,,Bensenville,IL,60106,,,E,,Private,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.931594,-87.951098,01/13/2025,02/11/2025 06:16:32 PM +0000,P,,,08/01/2014,,,,,"(41.931594, -87.951098)"
186341,ELEC,Oak Lawn Commons,4101 W 95th St.,,Oak Lawn,IL,60453,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.719651,-87.723332,04/22/2025,04/21/2025 10:09:08 PM +0000,,,,03/15/2021,,,,,"(41.719651, -87.723332)"
151747,ELEC,Government Center Self Park,181 North Clark,,Chicago,IL,60601,,855-900-7584,T,09/18/2024,TEMPORARILY UNAVAILABLE (Public),Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.885613,-87.630756,04/22/2025,04/21/2025 10:10:13 PM +0000,,,,11/25/2015,,,,,"(41.885613, -87.630756)"
117799,E85,Family Express - Lowell,1520 E Commercial Ave,,Lowell,IN,46356,,219-690-3113,E,,Public,4am-1am daily,A Cash D Debit M V,,,,,,,,,,200-9,41.289545,-87.404065,10/11/2024,02/11/2025 06:16:32 PM +0000,P,,,02/11/2019,,,,false,"(41.289545, -87.404065)"
212190,BD,Casey's General Store,602 E North Ave,,Glendale Heights,IL,60139,,630-469-4050,E,,Public,24 hours daily,A Cash D Debit M V,B20,,,,,,,,,200-9,41.904209,-88.061947,04/14/2024,02/11/2025 06:16:32 PM +0000,P,,,10/29/2021,,,,,"(41.904209, -88.061947)"
67189,E85,Shell,1200 N River Rd,,Mt. Prospect,IL,60056,,847-699-6420,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,42.087243,-87.892517,11/06/2024,02/11/2025 06:16:32 PM +0000,P,,,05/15/2015,,,,true,"(42.087243, -87.892517)"
347678,ELEC,Fletcher Jones Audi,1523 W. North Ave,,Chicago,IL,60642,,888-998-2546,T,12/02/2024,TEMPORARILY UNAVAILABLE (Public),Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,41.910429,-87.665696,04/22/2025,04/21/2025 07:11:38 PM +0000,,,,06/14/2024,,,,,"(41.910429, -87.665696)"
60584,ELEC,PARKING A DREXEL GARAGE,6054-6098 S Drexel Ave,1st floor of Drexel parking garage near 61st entrance,Chicago,IL,60637,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.784474,-87.604518,04/22/2025,04/21/2025 07:50:56 PM +0000,,,,02/27/2014,,,,,"(41.784474, -87.604518)"
88745,E85,Thorntons #128,2171 S 8th St,,West Dundee,IL,60118,,847-741-8154,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,,200-8,42.087053,-88.28957,10/11/2024,02/11/2025 06:16:32 PM +0000,P,,,12/15/2017,,,,true,"(42.087053, -88.28957)"
298491,BD,Casey's,1600 NERGE RD,,ELK GROVE VILLAGE,IL,60007,,847-999-6332,E,,Public,24 hours daily,A Cash D Debit M V,B20,,,,,,,,,200-8,41.99968,-88.04648,04/14/2024,02/11/2025 06:16:32 PM +0000,P,,,06/27/2023,,,,,"(41.99968, -88.04648)"
38068,E85,Thorntons #310,205 S US Highway 12,,Volo,IL,60073,,815-578-9085,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,42.324636,-88.164053,10/11/2024,02/11/2025 06:16:32 PM +0000,P,,,11/30/2010,,,,false,"(42.324636, -88.164053)"
153151,ELEC,ADVOCATE SHEP FITNESS,1301 S Barrington Rd,Rear of building next to dumpster corral,Barrington,IL,60010,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.134235,-88.134815,04/22/2025,04/21/2025 08:26:14 PM +0000,,,,01/30/2020,,,,,"(42.134235, -88.134815)"
190843,ELEC,ADV AURORA PLP1250-CRG02,12500 Aurora Drive,,Pleasant Prairie,WI,53158,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.526612,-87.959564,04/22/2025,04/21/2025 08:43:53 PM +0000,,,,06/09/2021,,,,,"(42.526612, -87.959564)"
187182,E85,Murphy Express,4010 Route 173,,Zion,IL,60099,,847-731-2179,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,,GPS,42.46489754778165,-87.86701411772157,11/06/2024,02/11/2025 06:16:32 PM +0000,P,,,09/13/2022,,,,true,"(42.46489754778165, -87.86701411772157)"
332985,ELEC,PDG,619 N. Loucks St.,,Aurora,IL,60505,,1-888-222-6618,E,,Public,,,,,,,1,,,NOODOE,https://www.noodoe.com,GPS,41.768171,-88.285161,04/22/2025,04/21/2025 11:09:33 PM +0000,,,,04/22/2024,,,,,"(41.768171, -88.285161)"
114163,ELEC,AC Hotel Chicago Downtown - Tesla Destination,630 N Rush St,,Chicago,IL,60611,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.893499,-87.625498,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,05/12/2014,,,,,"(41.893499, -87.625498)"
46826,ELEC,Glendale Nissan,484 North Ave,,Glendale Heights,IL,60139,,630-469-6100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.904021,-88.068043,02/12/2024,02/11/2025 06:16:32 PM +0000,P,,,01/31/2012,,,,,"(41.904021, -88.068043)"
81531,ELEC,LIBERTYVILLE W CHURCH,123 W Church St,Ground Floor,Libertyville,IL,60048,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.286146,-87.95561,04/22/2025,04/21/2025 08:02:12 PM +0000,,,,02/24/2017,,,,,"(42.286146, -87.95561)"
230670,ELEC,"Hampton, Lenzini & Renwick, Inc.",380 Shepard Dr,,Elgin,IL,60123,,,E,,Private,Contact station for hours of availability.,,,,,,2,,,AMPUP,https://ampup.io,200-9,42.023546,-88.31603,08/10/2023,01/31/2024 04:07:01 PM +0000,P,,,09/15/2022,,,,,"(42.023546, -88.31603)"
260948,ELEC,300 E. Randolph Unit #3,300 E. Randolph,,Chicago,IL,60601,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,41.8846651,-87.6199166,04/22/2025,04/21/2025 07:34:06 PM +0000,,,,12/29/2022,,,,,"(41.8846651, -87.6199166)"
166665,ELEC,The Marke of Elmhurst,100 N Addison Ave,,Elmhurst,IL,60126,,,E,,Private,Also accepts Paypal,A D M V,,,,,2,,,EV Connect,https://www.evconnect.com,GPS,41.9002646,-87.941968,10/09/2020,03/11/2021 05:22:17 PM +0000,P,,,11/15/2019,,,,,"(41.9002646, -87.941968)"
358554,ELEC,"Des Plaines, IL - Hertz ORD2 - Tesla Destination",2250 Mannheim Rd,,Des Plaines,IL,60018,,877-798-3752,E,,Private,,,,,,,20,,,Non-Networked,,GPS,42.01337,-87.88793,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,,,,,,"(42.01337, -87.88793)"
313711,ELEC,Cadillac Of Naperville,1507 W Ogden Ave,,Naperville,IL,60540,,866-816-7584,E,,Public,24 hours daily,,,,,,,1,,EV Connect,https://www.evconnect.com,GPS,41.775546,-88.187287,04/22/2025,04/21/2025 10:27:21 PM +0000,,,,10/14/2023,,,,,"(41.775546, -88.187287)"
388767,ELEC,Whiteford Baseball,930 NE Frontage Rd,,Joliet,IL,60431,,1-888-222-6618,E,,Public,,,,,,,8,,,NOODOE,https://www.noodoe.com,GPS,41.5375553,-88.1784375,04/22/2025,04/21/2025 11:11:34 PM +0000,,,,03/27/2025,,,,,"(41.5375553, -88.1784375)"
351337,ELEC,FINLEY POINT GENERAL,3333 Finley Road,,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.827194,-88.023548,04/22/2025,04/21/2025 09:34:54 PM +0000,,,,07/23/2024,,,,,"(41.827194, -88.023548)"
151766,ELEC,Fox Run Square,1212 S Naper Blvd,,Naperville,IL,60540,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.750269,-88.113358,04/22/2025,04/21/2025 10:08:50 PM +0000,,,,04/16/2019,,,,,"(41.750269, -88.113358)"
144209,ELEC,WOODMAN'S STORE 43 EAST,27555 IL RTE 120,Woodmans Food Market near ShopWoodmans entrance,Lakemoor,IL,60051,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.3301,-88.177505,04/22/2025,04/21/2025 08:22:04 PM +0000,,,,08/30/2019,,,,,"(42.3301, -88.177505)"
184543,ELEC,"NAVSTA Great Lakes / N00128-B1H-1,2,3,4",8th St,,Great Lakes,IL,60088,,,E,,Private - Government only,,,,,,,8,,,Non-Networked,,GPS,42.308057,-87.837036,01/13/2025,02/11/2025 06:16:32 PM +0000,FG,14,Department of Navy,01/15/2021,,,,,"(42.308057, -87.837036)"
193073,ELEC,LIBERTY VW NISSAN FRONT,920 IL-21,In front by Nissan Service Entrance,Libertyville,IL,60048,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.27143,-87.949595,04/22/2025,04/21/2025 08:44:45 PM +0000,,,,07/22/2021,,,,,"(42.27143, -87.949595)"
228298,ELEC,Orland Square Mall,288 Orland Square Dr,,Orland Park,IL,60462,,877-455-3833,E,,Public,24 hours daily,,,,,,2,,,eVgo Network,https://www.evgo.com,GPS,41.620976,-87.848336,04/21/2025,04/21/2025 06:58:47 PM +0000,,,,12/30/2020,,,,,"(41.620976, -87.848336)"
114208,ELEC,Fairfield Inn & Suites by Marriott Chicago - Tesla Destination,700 National Pkwy,,Schaumburg,IL,60173,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.041363,-88.050941,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,11/21/2017,,,,,"(42.041363, -88.050941)"
377353,LPG,U-Haul,103 W Holbrook Rd,,Glendwood,IL,60425,,708-441-4511,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,41.54045,-87.63356,,04/17/2025 02:33:23 PM +0000,P,,,07/08/2024,,,false,,"(41.54045, -87.63356)"
121505,E85,Thorntons #123,1330 W Lake St,,Roselle,IL,60172,,630-893-5287,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,,,,,200-9,41.970188,-88.114432,10/11/2024,02/11/2025 06:16:32 PM +0000,P,,,04/15/2019,,,,false,"(41.970188, -88.114432)"
236924,ELEC,WHEELING VILLAGE HALL 1,2 Community Blvd,Front Parking Lot,Wheeling,IL,60090,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.138537,-87.923289,04/22/2025,04/21/2025 09:08:13 PM +0000,,,,12/02/2022,,,,,"(42.138537, -87.923289)"
355773,ELEC,LEWIS U. EV LEWIS8,1 University Parkway,,Romeoville,IL,60446,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.606931,-88.079816,04/22/2025,04/21/2025 09:36:06 PM +0000,,,,09/17/2024,,,,,"(41.606931, -88.079816)"
215064,ELEC,ADV AURORA AMCMP-MOB-01,13250 Washington Ave,,Mount Pleasant,WI,53177,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.726754,-87.947882,04/22/2025,04/21/2025 08:57:54 PM +0000,,,,04/28/2022,,,,,"(42.726754, -87.947882)"
212185,BD,Casey's General Store,1000 N Wood Dale Rd,,Wood Dale,IL,60191,,630-616-1200,E,,Public,6am-10pm daily,A Cash D Debit M V,B20,,,,,,,,,200-9,41.984615,-87.980707,04/14/2024,02/11/2025 06:16:32 PM +0000,P,,,12/10/2021,,,,,"(41.984615, -87.980707)"
172871,ELEC,OAK PARK 1 AVENUE GARAGE 3,754 North Blvd,,Oak Park,IL,60301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.887376,-87.793742,04/22/2025,04/21/2025 08:06:19 PM +0000,,,,01/27/2021,,,,,"(41.887376, -87.793742)"
235749,ELEC,VILLOFRICHMOND BROADWAY EV1,5613 Broadway Rd,,Richmond,IL,60071,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.475694,-88.3069,04/22/2025,04/21/2025 09:08:13 PM +0000,,,,11/05/2022,,,,,"(42.475694, -88.3069)"
307948,ELEC,CLARENDALE SC STATION 1,3955 N Milwaukee Ave,"1st Floor Parking Garage, inside Clarendale community",Chicago,AZ,60641,,888-758-4389,T,04/12/2025,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.59027,-112.4652,04/22/2025,04/21/2025 09:16:34 PM +0000,,,,08/26/2023,,,,,"(33.59027, -112.4652)"
150189,ELEC,Grand Geneva Resort - Tesla Supercharger,7036 Grand Geneva Way,,Lake Geneva,WI,53147,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,42.608938,-88.407959,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,09/01/2019,,,,,"(42.608938, -88.407959)"
223862,ELEC,Phillips Chevrolet Free Solar Charging Station,9700 W Lincoln Highway,,Frankfort,IL,60423,,815-469-2323,E,,Public,7:30am-7pm M-F; 8am-6pm Sat; Closed Sunday,,,,,,4,,,Non-Networked,,GPS,41.50764810837509,-87.85102062328698,08/10/2022,02/17/2025 10:42:53 AM +0000,P,,,03/15/2022,,,,,"(41.50764810837509, -87.85102062328698)"
257446,ELEC,TGM Danada Apartments - West,2 Sterling Circle,,Wheaton,IL,60189,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,41.834025,-88.098981,04/22/2025,04/21/2025 07:24:58 PM +0000,,,,10/05/2022,,,,,"(41.834025, -88.098981)"
352201,ELEC,LBFE STATION 1,355 N Ashland Ave,,Chicago,IL,60607,,888-758-4389,E,,Public,Mon 8:30am - 4:30pm; Tue 8:30am - 4:30pm; Wed 8:30am - 4:30pm; Thu 8:30am - 4:30pm; Fri 8:30am - 4:30pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.888096,-87.6667,04/22/2025,04/21/2025 09:24:05 PM +0000,,,,08/08/2024,,,,,"(41.888096, -87.6667)"
303924,ELEC,DISTRICT 214 BGHS 3,1100 W Dundee Rd,,Buffalo Grove,IL,60089,,888-758-4389,T,06/06/2024,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.140778,-87.982692,04/22/2025,04/21/2025 09:18:11 PM +0000,,,,08/02/2023,,,,,"(42.140778, -87.982692)"
260297,ELEC,World Flight Services,838 Patton Drive,,Chicago,IL,60666,,888-998-2546,E,,Public,24 hours daily,,,,,,10,,,Blink Network,https://blinkcharging.com,GPS,41.992820467980444,-87.8961504,04/22/2025,04/21/2025 07:20:32 PM +0000,,,,05/04/2023,,,,,"(41.992820467980444, -87.8961504)"
170085,ELEC,Naperville Crossings Aldi,2832 Illinois Route 59,,Naperville,IL,60564,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,41.715901,-88.206838,04/22/2025,04/21/2025 10:09:05 PM +0000,,,,12/07/2020,,,,,"(41.715901, -88.206838)"
114199,ELEC,Oak Brook Public Library - Tesla Destination,600 Oak Brook Rd,,Oak Brook,IL,60523,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.833742,-87.937059,07/01/2024,02/11/2025 06:16:32 PM +0000,P,,,05/17/2018,,,,,"(41.833742, -87.937059)"
374418,ELEC,Sequoit Creek Park,845 Main Street,,Antioch,IL,60002,,1-833-789-1400,E,,Public,24 hours daily,,,,,,2,,,CHARGEUP,https://www.novacharge.net/en-us/,GPS,42.479928,-88.095937,04/22/2025,04/21/2025 10:43:20 PM +0000,,,,12/21/2024,,,,,"(42.479928, -88.095937)"
185442,ELEC,ADVOCATE IL MASONIC 3,933 w. Nelson Ave,Wellington North,Chicago,IL,60657,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.93704,-87.652759,04/22/2025,04/21/2025 08:40:43 PM +0000,,,,02/27/2021,,,,,"(41.93704, -87.652759)"
80158,E85,Speedway #6207,1495 E Wilson St,,Batavia,IL,60510,,630-406-0241,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.854662,-88.27774,10/11/2024,02/11/2025 06:16:32 PM +0000,P,,,12/15/2016,,,,false,"(41.854662, -88.27774)"
346012,ELEC,EV STATION 1 EV STATION 2,606 Lee St,,Des Plaines,IL,60016,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.04234,-87.887487,04/22/2025,04/21/2025 09:30:56 PM +0000,,,,05/10/2024,,,,,"(42.04234, -87.887487)"
203815,BD,Casey's General Store,70 S Somonauk Rd,,Cortland,IL,60112,,815-758-8784,E,,Public,5am-10pm daily,A Cash D Debit M V,"B20 in summer, B5 in winter",,,,,,,,,200-9,41.920192,-88.688545,04/14/2024,02/11/2025 06:16:32 PM +0000,P,,,01/03/2022,,,,,"(41.920192, -88.688545)"
211955,ELEC,ZOE LIFE 400 2N DUAL,428-400 N Aberdeen St,Parking Garage L2 - Stall 273 and 274,Chicago,IL,60642,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.889536,-87.654691,04/22/2025,04/21/2025 08:52:32 PM +0000,,,,03/18/2022,,,,,"(41.889536, -87.654691)"
72432,ELEC,IRVINE  CO  OFC 71SW L1 09-10,71 S Wacker Dr,Stations Are For Monthly Parkers Only.,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.880947,-87.636038,04/22/2025,04/21/2025 07:56:06 PM +0000,,,,01/09/2016,,,,,"(41.880947, -87.636038)"
